date,signal,stop_loss,price,ticker,tp,index_closed,hrs_open,net_profit
2019-08-03 11:00:00,Short,0.00884399,0.0087944,LTCU19,4,,5.0,0.013815098244336932
2019-08-03 11:00:00,Short,0.02068875,0.020527,ETHU19,1,,12.0,0.0003939932771471689
2019-08-03 11:00:00,Long,0.00039541,0.0003988,EOSU19,0,,4.0,-0.008500501504513489
2019-08-03 12:00:00,Short,2.937e-05,2.92e-05,XRPU19,1,,3.0,0.0002910958904109532
2019-08-03 15:00:00,Long,219.28589,222.22345929,ETHUSD,1,,6.0,0.0006609494108735147
2019-08-03 20:00:00,Long,219.28589,222.5,ETHUSD,0,,2.0,-0.014445438202247213
2019-08-04 10:00:00,Short,0.02052823,0.020185,ETHU19,2,,20.0,0.002550631657171166
2019-08-04 10:00:00,Short,0.00039806,0.00038786,EOSU19,4,,52.0,0.06443046460062894
2019-08-04 10:00:00,Long,218.01208,221.16,ETHUSD,4,,11.0,0.034872508591065284
2019-08-04 10:00:00,Short,0.03131776,0.03073,BCHU19,4,,39.0,0.04686013667425966
2019-08-04 10:00:00,Long,10545.542,10980.0,BTCUSD,4,,40.0,0.096941903460838
2019-08-05 14:00:00,Short,0.00906034,0.0083067,LTCU19,4,,735.0,0.22228056869755738
2019-08-05 17:00:00,Short,0.0299778,0.02969,BCHU19,4,,8.0,0.02374907376220932
2019-08-05 19:00:00,Short,0.01982734,0.019602,ETHU19,1,,2.0,0.0005747882869094926
2019-08-05 20:00:00,Short,0.00038558,0.00037536,EOSU19,4,,70.0,0.06670662830349545
2019-08-06 00:00:00,Short,0.0003834,0.00037471,EOSU19,4,,14.0,0.05681860638894078
2019-08-06 00:00:00,Long,11597.688999999995,11831.0,BTCUSD,3,,5.0,0.006902108866537215
2019-08-06 02:00:00,Long,228.23265,233.58,ETHUSD,2,,3.0,0.0034339519650655056
2019-08-06 15:00:00,Short,0.019608,0.019412,ETHU19,0,,1.0,-0.010096847310941775
2019-08-06 21:00:00,Short,0.02942745,0.028918,BCHU19,4,,55.0,0.04316178504737548
2019-08-06 21:00:00,Short,0.00036759,0.000362,EOSU19,1,,7.0,0.0007720994475138092
2019-08-06 21:00:00,Short,0.00815008,0.008005700000000001,LTCU19,4,,14.0,0.04418489326354957
2019-08-06 23:00:00,Short,2.742e-05,2.677e-05,XRPU19,4,,60.0,0.05948823309674999
2019-08-06 23:00:00,Short,0.01988516,0.01948,ETHU19,4,,48.0,0.05095698151950696
2019-08-07 03:00:00,Short,2.742e-05,2.685e-05,XRPU19,4,,53.0,0.052011173184357516
2019-08-07 07:00:00,Short,0.02920313,0.028962,BCHU19,4,,2.0,0.020398056073475515
2019-08-07 11:00:00,Short,230.74568,223.59,ETHUSD,4,,67.0,0.07840876604499296
2019-08-08 01:00:00,Short,227.1166,225.18,ETHUSD,1,,6.0,0.0004300115463185005
2019-08-08 07:00:00,Short,226.8175,225.25,ETHUSD,4,,4.0,0.017049389567147567
2019-08-08 11:00:00,Short,0.01903971,0.018827,ETHU19,4,,13.0,0.027680432357784213
2019-08-08 17:00:00,Short,0.00035664,0.00035192,EOSU19,4,,11.0,0.0328597408501932
2019-08-08 17:00:00,Short,2.641e-05,2.588e-05,XRPU19,3,,37.0,0.007167697063369396
2019-08-08 18:00:00,Long,11584.65,12050.0,BTCUSD,0,,36.0,-0.03861825726141082
2019-08-08 18:00:00,Short,0.00781788,0.007501000000000002,LTCU19,2,,42.0,0.006336755099320043
2019-08-08 18:00:00,Short,0.02830483,0.027797,BCHU19,4,,16.0,0.04475963233442465
2019-08-09 05:00:00,Short,12060.709,11737.0,BTCUSD,4,,103.0,0.06757153020362971
2019-08-09 15:00:00,Long,11738.109,11908.0,BTCUSD,1,,5.0,0.0007133481692979494
2019-08-11 01:00:00,Short,11415.65,11364.0,BTCUSD,4,,3.0,0.011135383667722556
2019-08-11 03:00:00,Short,11415.65,11344.31678886,BTCUSD,4,,1.0,0.015405631784244393
2019-08-11 05:00:00,Short,11415.65,11352.0,BTCUSD,0,,1.0,-0.005606941508104267
2019-08-11 11:00:00,Long,0.00036176,0.00036471,EOSU19,4,,1.0,0.019817114968057114
2019-08-11 11:00:00,Long,2.617e-05,2.651e-05,XRPU19,2,,5.0,0.0019238023387400988
2019-08-11 19:00:00,Long,2.625e-05,2.655e-05,XRPU19,0,,26.0,-0.011299435028248607
2019-08-12 00:00:00,Short,11580.155,11396.0,BTCUSD,1,,7.0,0.0008079808704808734
2019-08-12 09:00:00,Long,2.632e-05,2.648e-05,XRPU19,1,,2.0,0.00030211480362538117
2019-08-12 23:00:00,Short,11454.533,11371.9811861,BTCUSD,4,,9.0,0.01778511068082069
2019-08-13 01:00:00,Long,0.02889442,0.029122,BCHU19,4,,3.0,0.019146040793901357
2019-08-13 05:00:00,Long,2.622e-05,2.648e-05,XRPU19,4,,7.0,0.02405589123867078
2019-08-14 03:00:00,Short,210.21745,206.68,ETHUSD,1,,2.0,0.0008557794658409151
2019-08-15 14:00:00,Short,0.00761499,0.007536,LTCU19,4,,1.0,0.025680135350318517
2019-08-15 19:00:00,Short,0.03177838,0.030443,BCHU19,1,,58.0,0.0021932463949019486
2019-08-16 00:00:00,Short,189.06111,182.53,ETHUSD,1,,4.0,0.001789051114885228
2019-08-16 05:00:00,Short,0.00035685,0.00035294,EOSU19,4,,7.0,0.027142007140023672
2019-08-16 06:00:00,Short,0.03106552,0.030633,BCHU19,3,,47.0,0.004941794796461318
2019-08-16 06:00:00,Short,0.01845248,0.018109,ETHU19,2,,30.0,0.00284510464409962
2019-08-16 06:00:00,Short,2.621e-05,2.563e-05,XRPU19,2,,18.0,0.0033944596176355905
2019-08-16 12:00:00,Short,186.44897,184.82,ETHUSD,0,,5.0,-0.008813818850773777
2019-08-16 22:00:00,Short,187.436,184.58,ETHUSD,1,,11.0,0.0007736482825874945
2019-08-17 07:00:00,Short,0.02989106,0.029829,BCHU19,3,,1.0,0.0007281839820309
2019-08-17 07:00:00,Short,186.27948,184.69,ETHUSD,2,,2.0,0.001290930748822358
2019-08-17 10:00:00,Short,0.01789615,0.017846,ETHU19,2,,2.0,0.0004215230303709414
2019-08-17 16:00:00,Short,0.03026394,0.029869,BCHU19,0,,13.0,-0.013222404499648462
2019-08-17 18:00:00,Short,0.0071785,0.007112100000000001,LTCU19,2,,7.0,0.001400430252667958
2019-08-17 22:00:00,Short,186.75706429,184.38,ETHUSD,0,,7.0,-0.012892202462306069
2019-08-19 01:00:00,Long,10310.84,10496.0,BTCUSD,3,,45.0,0.006174352134146336
2019-08-19 16:00:00,Long,197.01929,200.14,ETHUSD,2,,4.0,0.0023388952733086645
2019-08-20 16:00:00,Long,10615.752,10821.0,BTCUSD,0,,5.0,-0.018967563071804788
2019-08-20 17:00:00,Long,195.76554,198.74,ETHUSD,0,,2.0,-0.014966589513937917
2019-08-21 08:00:00,Short,0.03000472,0.02939,BCHU19,0,,10.0,-0.020915957808778467
2019-08-21 10:00:00,Short,0.03000472,0.029195,BCHU19,0,,8.0,-0.02773488611063538
2019-08-21 10:00:00,Short,0.01855616,0.018341,ETHU19,0,,9.0,-0.011731094269668991
2019-08-21 18:00:00,Long,0.01833083,0.018477,ETHU19,4,,16.0,0.019381744872003167
2019-08-21 19:00:00,Long,0.00034432,0.00035094,EOSU19,3,,41.0,0.006602268193993263
2019-08-21 20:00:00,Short,190.01823,183.87,ETHUSD,0,,14.0,-0.03343791809430567
2019-08-23 03:00:00,Long,0.01882631,0.018929,ETHU19,0,,2.0,-0.005425009245073828
2019-08-23 03:00:00,Long,2.67e-05,2.682e-05,XRPU19,0,,5.0,-0.004474272930648853
2019-08-23 04:00:00,Long,0.01882631,0.01892,ETHU19,0,,1.0,-0.0049519027484144
2019-08-23 07:00:00,Long,10107.231,10204.91261194,BTCUSD,3,,20.0,0.003350206462228678
2019-08-23 08:00:00,Long,189.567,193.95,ETHUSD,1,,6.0,0.0011299303944315498
2019-08-23 16:00:00,Short,0.007277,0.0072235,LTCU19,2,,11.0,0.0011109572921713794
2019-08-23 19:00:00,Long,0.0299897,0.030394,BCHU19,1,,36.0,0.0006650983746792127
2019-08-23 21:00:00,Short,0.007279899999999998,0.007162300000000002,LTCU19,0,,15.0,-0.01641930664730552
2019-08-23 22:00:00,Long,0.0299,0.030371,BCHU19,1,,33.0,0.0007754107536794957
2019-08-24 13:00:00,Long,0.030021,0.030497000000000007,BCHU19,0,,30.0,-0.015608092599272308
2019-08-24 23:00:00,Long,2.665e-05,2.694e-05,XRPU19,2,,8.0,0.0016146993318485463
2019-08-25 00:00:00,Short,10207.0,10050.69468447,BTCUSD,0,,7.0,-0.015551692737370499
2019-08-25 00:00:00,Short,192.04,188.50137549,ETHUSD,0,,7.0,-0.01877240683682825
2019-08-25 03:00:00,Long,0.018705,0.018793,ETHU19,2,,3.0,0.0007023891874634274
2019-08-25 04:00:00,Long,0.007206999999999998,0.0072891000000000015,LTCU19,1,,3.0,0.0005631696642932827
2019-08-25 09:00:00,Short,193.03,188.44,ETHUSD,2,,10.0,0.003653682869879009
2019-08-25 10:00:00,Short,10350.0,10066.0,BTCUSD,1,,7.0,0.001410689449632426
2019-08-25 13:00:00,Long,2.668e-05,2.696e-05,XRPU19,0,,1.0,-0.01038575667655789
2019-08-26 02:00:00,Short,0.0072482,0.007153000000000001,LTCU19,1,,9.0,0.0006654550538235593
2019-08-26 10:00:00,Short,191.18,188.72,ETHUSD,2,,8.0,0.0019552776600254406
2019-08-26 15:00:00,Short,0.0072354,0.007123999999999998,LTCU19,1,,7.0,0.0007818641212801935
2019-08-26 18:00:00,Long,10191.0,10377.0,BTCUSD,0,,4.0,-0.01792425556519225
2019-08-26 19:00:00,Short,0.03024,0.029938,BCHU19,2,,5.0,0.0015131271294007626
2019-08-27 14:00:00,Short,0.007221300000000002,0.0071318,LTCU19,1,,11.0,0.0006274713256120609
2019-08-27 16:00:00,Short,189.24,186.02,ETHUSD,1,,9.0,0.0008654983335125252
2019-08-27 16:00:00,Short,0.00035249,0.00034617,EOSU19,4,,20.0,0.04472946818037406
2019-08-27 17:00:00,Short,0.018550999999999998,0.018328,ETHU19,4,,20.0,0.029809580969008834
2019-08-27 22:00:00,Long,0.030192,0.030402,BCHU19,0,,9.0,-0.006907440299980212
2019-08-28 03:00:00,Short,10268.0,10126.0,BTCUSD,0,,5.0,-0.014023306340114557
2019-08-28 08:00:00,Short,0.018429,0.018353,ETHU19,4,,4.0,0.010145480302947705
2019-08-28 12:00:00,Short,188.62,185.01,ETHUSD,4,,1.0,0.047805524025728525
2019-08-29 09:00:00,Short,0.017949,0.01755,ETHU19,0,,4.0,-0.02273504273504274
2019-08-29 19:00:00,Short,0.017967,0.017721,ETHU19,2,,45.0,0.002082275266632806
2019-08-29 19:00:00,Short,9635.4,9472.1,BTCUSD,1,,3.0,0.0008620052575458413
2019-08-29 19:00:00,Short,172.30517064,167.85,ETHUSD,1,,20.0,0.0013271285790884737
2019-08-30 02:00:00,Short,9587.7,9502.9,BTCUSD,1,,2.0,0.00044617958728388753
2019-08-30 10:00:00,Short,0.00034308,0.00033844,EOSU19,2,,27.0,0.0020564945041957137
2019-08-30 11:00:00,Short,0.02963,0.029231,BCHU19,3,,29.0,0.004777462283192501
2019-08-30 14:00:00,Short,9649.9,9528.81303265,BTCUSD,0,,1.0,-0.012707455475839615
2019-08-30 16:00:00,Short,170.49,168.75,ETHUSD,1,,2.0,0.0005155555555555583
2019-08-30 16:00:00,Short,0.029508,0.02919,BCHU19,4,,21.0,0.026690647482014294
2019-08-30 20:00:00,Short,0.006801100000000001,0.006655,LTCU19,1,,20.0,0.0010976709241172094
2019-08-31 01:00:00,Short,170.33,168.75,ETHUSD,1,,7.0,0.00046814814814815183
2019-08-31 03:00:00,Short,9670.5,9604.402602,BTCUSD,2,,4.0,0.0010322984271749901
2019-08-31 16:00:00,Long,2.649e-05,2.686e-05,XRPU19,0,,14.0,-0.013775130305286728
2019-09-01 00:00:00,Long,2.649e-05,2.68e-05,XRPU19,0,,6.0,-0.011567164179104555
2019-09-01 05:00:00,Short,0.02927,0.028918,BCHU19,1,,8.0,0.0006086174700878375
2019-09-01 17:00:00,Long,168.33,171.43,ETHUSD,4,,22.0,0.04430379746835435
2019-09-02 14:00:00,Short,0.017755,0.017472,ETHU19,4,,46.0,0.039683493589743386
2019-09-03 06:00:00,Short,0.028895999999999998,0.028457999999999997,BCHU19,2,,5.0,0.0023086654016445337
2019-09-03 08:00:00,Long,173.56,178.87,ETHUSD,1,,10.0,0.0014843182199362672
2019-09-03 11:00:00,Short,0.0067157,0.006458,LTCU19,2,,94.0,0.005985599256735822
2019-09-03 11:00:00,Short,0.00032354,0.00031908,EOSU19,4,,42.0,0.034245330324683215
2019-09-03 15:00:00,Short,0.028594,0.028362000000000002,BCHU19,1,,3.0,0.00040899795501022414
2019-09-03 21:00:00,Short,2.498e-05,2.479e-05,XRPU19,2,,12.0,0.0011496571198063726
2019-09-03 21:00:00,Short,0.0066385,0.0064631,LTCU19,3,,84.0,0.009498537853352107
2019-09-03 22:00:00,Short,2.498e-05,2.464e-05,XRPU19,1,,10.0,0.0006899350649350652
2019-09-03 22:00:00,Long,10476.0,10634.0,BTCUSD,0,,7.0,-0.014858002633063758
2019-09-04 12:00:00,Long,10410.0,10666.0,BTCUSD,1,,4.0,0.001200075004687793
2019-09-04 12:00:00,Short,2.488e-05,2.439e-05,XRPU19,1,,4.0,0.001004510045100452
2019-09-04 12:00:00,Short,0.00031763,0.0003139,EOSU19,4,,27.0,0.029112774769034885
2019-09-05 03:00:00,Long,10517.0,10602.0,BTCUSD,1,,2.0,0.0004008677607998491
2019-09-05 05:00:00,Long,10517.0,10640.0,BTCUSD,0,,6.0,-0.01156015037593985
2019-09-05 08:00:00,Long,10481.64244548,10606.0,BTCUSD,3,,28.0,0.004103822749575715
2019-09-05 18:00:00,Long,10490.0,10600.0,BTCUSD,4,,12.0,0.02542452830188679
2019-09-05 20:00:00,Short,0.00031371,0.00030781,EOSU19,1,,9.0,0.000958383418342481
2019-09-06 01:00:00,Short,0.00031371,0.00030685,EOSU19,1,,11.0,0.0011178100048883774
2019-09-06 05:00:00,Short,0.00030932,0.00030647,EOSU19,2,,7.0,0.0013949163050217194
2019-09-06 05:00:00,Short,0.01646,0.016280000000000003,ETHU19,1,,4.0,0.0005528255528255408
2019-09-06 06:00:00,Short,0.016447,0.016238,ETHU19,1,,6.0,0.0006435521615962584
2019-09-06 06:00:00,Short,0.00031017,0.0003056,EOSU19,1,,2.0,0.0007477094240837728
2019-09-06 08:00:00,Short,0.028,0.027451,BCHU19,0,,4.0,-0.01999927142909187
2019-09-06 09:00:00,Short,0.0063298,0.0061568000000000005,LTCU19,0,,21.0,-0.0280990124740124
2019-09-06 16:00:00,Short,0.016582,0.016319999999999998,ETHU19,0,,17.0,-0.016053921568627564
2019-09-06 18:00:00,Short,0.016582,0.016336,ETHU19,0,,15.0,-0.015058765915768836
2019-09-07 07:00:00,Long,2.412e-05,2.433e-05,XRPU19,4,,7.0,0.021146732429099847
2019-09-08 09:00:00,Long,177.1,182.57,ETHUSD,0,,16.0,-0.02996111080681382
2019-09-08 18:00:00,Long,179.32,181.96,ETHUSD,0,,3.0,-0.014508683227082956
2019-09-08 20:00:00,Long,179.74,181.39,ETHUSD,0,,1.0,-0.009096422073984109
2019-09-09 02:00:00,Long,2.505e-05,2.535e-05,XRPU19,1,,4.0,0.000591715976331362
2019-09-09 02:00:00,Long,0.017233000000000002,0.01747,ETHU19,3,,60.0,0.004748139668002242
2019-09-09 03:00:00,Long,0.0066529,0.0067975,LTCU19,1,,3.0,0.001063626333210739
2019-09-09 05:00:00,Long,176.37,180.97,ETHUSD,2,,6.0,0.0038127866497209436
2019-09-09 08:00:00,Long,2.506e-05,2.527e-05,XRPU19,0,,7.0,-0.008310249307479211
2019-09-09 11:00:00,Short,10557.0,10286.0,BTCUSD,2,,69.0,0.003951973556290103
2019-09-09 12:00:00,Long,0.0066783,0.0068126,LTCU19,2,,48.0,0.002957020814373375
2019-09-09 17:00:00,Long,0.006708199999999999,0.006795600000000001,LTCU19,4,,21.0,0.0315100947672028
2019-09-09 22:00:00,Short,10399.0,10316.06493524,BTCUSD,4,,16.0,0.019696551925327113
2019-09-09 22:00:00,Long,2.494e-05,2.531e-05,XRPU19,1,,14.0,0.0007309363887791418
2019-09-10 11:00:00,Long,0.0068566,0.007023000000000001,LTCU19,0,,23.0,-0.02369357824291621
2019-09-10 14:00:00,Long,2.528e-05,2.558e-05,XRPU19,0,,5.0,-0.011727912431587198
2019-09-10 14:00:00,Long,0.029562,0.030118000000000002,BCHU19,0,,19.0,-0.018460721163423895
2019-09-10 14:00:00,Long,0.017514,0.017768,ETHU19,2,,16.0,0.0021443043674020776
2019-09-10 16:00:00,Long,0.0003613,0.00037448,EOSU19,0,,42.0,-0.035195471053193775
2019-09-10 18:00:00,Long,0.0003613,0.00037385,EOSU19,0,,40.0,-0.033569613481342804
2019-09-11 01:00:00,Long,0.0003675,0.00037322,EOSU19,0,,7.0,-0.015326081131772197
2019-09-11 08:00:00,Short,10155.94465725,10053.54356497,BTCUSD,2,,3.0,0.001527835806622473
2019-09-12 01:00:00,Short,179.63,177.4,ETHUSD,0,,7.0,-0.01257046223224346
2019-09-12 01:00:00,Short,10223.0,10091.0,BTCUSD,0,,6.0,-0.013080963234565455
2019-09-12 02:00:00,Short,0.0003707,0.00036629,EOSU19,3,,54.0,0.004213874252641343
2019-09-13 04:00:00,Short,0.006737600000000001,0.006659899999999999,LTCU19,2,,28.0,0.00175002627667086
2019-09-13 08:00:00,Short,0.006737600000000001,0.0066586,LTCU19,2,,24.0,0.0017796533805905356
2019-09-13 18:00:00,Long,10155.0,10374.0,BTCUSD,0,,61.0,-0.021110468478889532
2019-09-13 19:00:00,Short,0.00036644,0.00036029,EOSU19,0,,13.0,-0.01706958283604878
2019-09-14 03:00:00,Short,0.0066899,0.0066304,LTCU19,0,,5.0,-0.008973817567567648
2019-09-14 06:00:00,Long,2.46e-05,2.489e-05,XRPU19,4,,2.0,0.028545600642828343
2019-09-15 10:00:00,Long,187.52,189.61,ETHUSD,3,,21.0,0.003857918886134703
2019-09-15 16:00:00,Long,0.00039,0.00039501,EOSU19,2,,6.0,0.0019024834814308526
2019-09-15 19:00:00,Long,0.029336,0.029573000000000002,BCHU19,4,,32.0,0.019634463869069852
2019-09-15 19:00:00,Long,0.0067643,0.006907899999999999,LTCU19,4,,40.0,0.05093009452945142
2019-09-15 21:00:00,Long,2.511e-05,2.537e-05,XRPU19,4,,29.0,0.02510839574300364
2019-09-16 12:00:00,Long,0.0003877,0.00039765,EOSU19,2,,30.0,0.0037533006412674456
2019-09-17 03:00:00,Short,10355.0,10199.0,BTCUSD,1,,29.0,0.0007647808608687127
2019-09-17 18:00:00,Short,10308.0,10214.08319674,BTCUSD,2,,13.0,0.0013792251558608943
2019-09-18 08:00:00,Long,0.0003987,0.00040649,EOSU19,0,,3.0,-0.019164063076582527
2019-09-18 17:00:00,Long,0.00039819,0.0004043,EOSU19,0,,2.0,-0.01511254019292613
2019-09-19 00:00:00,Long,0.020269,0.020878,ETHU19,3,,83.0,0.010209311236708528
2019-09-19 08:00:00,Long,202.2,209.76,ETHUSD,2,,60.0,0.005406178489702519
2019-09-19 22:00:00,Long,0.021184,0.021457,ETHU19,0,,14.0,-0.012723120659924451
2019-09-20 07:00:00,Long,10137.5,10224.0,BTCUSD,0,,3.0,-0.008460485133020345
2019-09-20 09:00:00,Short,0.0075,0.0074,LTCU19,2,,9.0,0.0020270270270270146
2019-09-20 10:00:00,Short,0.0075,0.00742,LTCU19,3,,8.0,0.0037735849056603457
2019-09-20 18:00:00,Long,0.02101,0.02146,ETHU19,1,,11.0,0.0010484622553588049
2019-09-20 19:00:00,Long,212.35,219.0,ETHUSD,0,,25.0,-0.030365296803652995
2019-09-21 05:00:00,Short,0.007465,0.0073549999999999996,LTCU19,2,,44.0,0.0022433718558803684
2019-09-21 10:00:00,Long,214.45,218.3,ETHUSD,0,,7.0,-0.017636280348144857
2019-09-21 10:00:00,Long,5.15e-06,5.2e-06,ADAU19,0,,3.0,-0.009615384615384685
2019-09-22 19:00:00,Short,212.3,209.3,ETHUSD,1,,4.0,0.000716674629718108
2019-09-23 00:00:00,Short,4.9000000000000005e-06,4.84e-06,ADAU19,0,,3.0,-0.012396694214876089
2019-09-23 11:00:00,Short,211.15,208.2,ETHUSD,4,,5.0,0.03471421709894353
2019-09-23 18:00:00,Short,0.00039339999999999997,0.00037969999999999996,EOSU19,0,,2.0,-0.036081116671056124
